"Food Name" "Category Name" "Calcium" "Calories" "Carbs" "Cholesterol" "Copper" "Fats" "Fiber" "Folate" "Iron" "Magnesium" "Monounsaturated Fat" "Net carbs" "Omega-3 - DHA" "Omega-3 - DPA" "Omega-3 - EPA" "Phosphorus" "Polyunsaturated fat" "Potassium" "Protein" "Saturated Fat" "Selenium" "Sodium" "Trans Fat" "Vitamin A (IU)" "Vitamin A RAE" "Vitamin B1" "Vitamin B12" "Vitamin B2" "Vitamin B3" "Vitamin B5" "Vitamin B6" "Vitamin C" "Zinc" "Choline" "Fructose" "Histidine" "Isoleucine" "Leucine" "Lysine" "Manganese" "Methionine" "Phenylalanine" "Starch" "Sugar" "Threonine" "Tryptophan" "Valine" "Vitamin D" "Vitamin E" "Vitamin K" "Omega-3 - ALA" "Omega-6 - Eicosadienoic acid" "Omega-6 - Gamma-linoleic acid" "Omega-3 - Eicosatrienoic acid" "Omega-6 - Dihomo-gamma-linoleic acid" "Omega-6 - Linoleic acid" "Omega-6 - Arachidonic acid"
"Pretzel" "Sweets" 0.036 381 79 0 0.00026 3.5 2.8 8.3e-05 0.0017 0.035 1.4 76 NA NA NA 0.113 1.2 0.146 9.1 0.75 5.8e-06 1.715 NA 0 0 0.00017999999999999 0 1e-04 0.0019 0.00029 0.00011999999999999 0 0.00085 NA NA 2e-04 0.00035 0.00064 0.00022 0.0018 0.00016 0.00045 NA NA 0.00026 0.00011 0.00039 NA NA NA NA NA NA NA NA NA NA
"Tootsie roll" "Sweets" 0.036 387 88 0.002 0.00013 3.3 0.1 9e-06 8e-04 0.022 1.9 88 0 NA 0 0.057 0.27 0.116 1.6 0.97 2.2e-06 0.044 NA 0 0 6e-05 0 7e-05 0.00020999999999999 0.00029 1e-05 0 4e-04 NA 0.4 3e-05 6e-05 0.00011 9e-05 5e-05 1e-05 5e-05 15 56 4e-05 0.00019 8e-05 NA 0.00065 9.6e-06 0.02 0 0 NA NA NA NA
"Almond joy" "Sweets" 0.064 479 60 0.004 NA 27 5 NA 0.0013 NA 5.3 55 NA NA NA 0.112 1.2 0.254 4.1 18 NA 0.142 NA 42 NA NA NA NA NA NA NA 7e-04 NA NA NA NA NA NA NA NA NA NA NA 48 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Bit-o-honey" "Sweets" 0.035 375 81 0 3e-05 7.5 0.2 2e-06 2e-04 0.007 1 81 0 0 0 0.028 0.34 0.044 2 5.5 1.3e-06 0.295 0 0 0 6e-05 6e-08 4e-05 7e-05 8e-05 1e-05 8e-04 0.00049 0.0025 NA NA NA NA NA 4e-05 NA NA NA 48 NA NA NA 0 3e-04 0 NA 0 NA NA NA NA NA
"Butterfinger" "Sweets" 0.036 459 73 0 0.00019 19 2 2.8e-05 0.00079 0.048 5.1 71 0 0 0 0.097 3.2 0.22 5.4 9.5 2.9e-06 0.23 0.04 0 0 0.00011999999999999 4e-08 6e-05 0.0026 0.00037 7e-05 0 0.001 0.015 NA NA NA NA NA 0.00049 NA NA NA 46 NA NA NA 0 0.0017 2.2e-06 NA NA NA NA NA NA NA
"Butterscotch" "Sweets" 0.004 391 90 0.009 0 3.3 0 0 1e-05 0 0.85 90 0 0 0 0.001 0.12 0.003 0.03 2.1 6e-07 0.391 NA 100 2.8e-05 1e-05 0 2e-05 0 0 0 0 9e-05 8e-04 NA NA NA NA NA 0 NA NA NA 80 NA NA NA 0 9e-05 3e-07 NA NA NA NA NA NA NA
"Carob" "Sweets" 0.303 540 56 0.001 0.00017999999999999 31 3.8 2.1e-05 0.0013 0.036 0.48 52 0 0 0 0.126 0.3 0.633 8.2 29 5.2e-06 0.107 0 10 1e-06 1e-04 2.8e-07 0.00017999999999999 0.001 0.00075 0.00013 5e-04 0.0035 0.019 NA NA NA NA NA 0.00014 NA NA NA 34 NA NA NA 0 0.0016 7.7e-06 NA NA NA NA NA NA NA
"Caramel" "Sweets" 0.138 382 77 0.007 2e-05 8.1 0 4e-06 0.00014 0.017 1.5 77 0 0 0 0.114 3.5 0.214 4.6 2.5 1.8e-06 0.245 NA 42 1.2e-05 1e-04 3e-07 0.00026 0.00015 0.00062 6e-05 4e-04 0.00044 0.008 NA 0.00011999999999999 0.00026 0.00041999999999999 0.00034 1e-05 0.00011 0.00020999999999999 NA 66 0.00019 6e-05 0.00029 0 0.00046 1.8e-06 NA NA NA NA NA NA NA
"Caramello" "Sweets" 0.213 462 64 0.027 NA 21 1.2 NA 0.0011 NA 5.3 63 NA NA NA 0.15 0.63 0.341 6.2 13 NA 0.122 NA 303 NA NA NA NA NA NA NA 0.0017 NA NA NA NA NA NA NA NA NA NA NA 57 NA NA NA NA NA NA NA NA NA NA NA NA NA
"White chocolate" "Sweets" 0.199 539 59 0.021 6e-05 32 0.2 7e-06 0.00023999999999999 0.012 9.1 59 0 0 0 0.176 1 0.286 5.9 19 4.5e-06 0.09 0 30 9e-06 6e-05 5.6e-07 0.00028 0.00075 0.00061 6e-05 5e-04 0.00074 0.03 NA NA NA NA NA 1e-05 NA NA NA 59 NA NA NA 0 0.00095999999999999 9.1e-06 NA NA NA NA NA NA NA
"York peppermint pattie" "Sweets" 0.011 384 81 0.001 NA 7.2 2 NA 0.00092 NA 0.41 79 NA NA NA 0 0.11 0.111 2.2 4.3 NA 0.028 NA 7 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA 64 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Twizzlers" "Sweets" 0.008 347 79 0 NA 2.6 0.6 NA 0.00028 NA 1.9 79 NA NA NA 0.024 0.14 0.037 2.3 0.54 NA 0.195 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA 51 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Crème caramel" "Sweets" 0.083 145 23 0.09 3e-05 4 0 9e-06 0.00038 0.009 1.3 23 0.01 0 0 0.096 0.39 0.118 4.5 1.8 8.7e-06 0.053 NA 161 4.6e-05 3e-05 3.6e-07 0.00020999999999999 8e-05 0.00051 4e-05 0 0.00047 NA NA NA NA NA NA 1e-05 NA NA NA 23 NA NA NA NA 0.00023 2e-07 NA NA NA NA NA NA NA
"Ice cream" "Sweets" 0.128 207 24 0.044 2e-05 11 0.7 5e-06 9e-05 0.014 3 23 0 0 0 0.105 0.45 0.199 3.5 6.8 1.8e-06 0.08 NA 421 0.000118 4e-05 3.9e-07 0.00023999999999999 0.00011999999999999 0.00058 5e-05 6e-04 0.00069 0.026 NA 9e-05 2e-04 0.00032 0.00026 1e-05 8e-05 0.00016 NA 21 0.00015 5e-05 0.00022 2e-07 3e-04 3e-07 NA NA NA NA NA NA NA
"Sherbet" "Sweets" 0.054 144 30 0.001 3e-05 2 1.3 4e-06 0.00014 0.008 0.53 29 0 0 0 0.04 0.08 0.096 1.1 1.2 1.5e-06 0.046 NA 46 1.2e-05 3e-05 1.3e-07 1e-04 6e-05 0.00022 2e-05 0.0023 0.00047999999999999 0.0077 NA NA NA NA NA 1e-05 NA NA NA 24 NA NA NA 0 1e-05 0 NA NA NA NA NA NA NA
"Fondant icing" "Sweets" 0.003 373 93 0 0 0.02 0 0 1e-05 0 0 93 0 0 0 0 0 0.004 0 0 6e-07 0.011 NA 0 0 1e-05 0 2e-05 0 0 0 0 4e-05 0 NA NA NA NA NA 0 NA NA NA 89 NA NA NA 0 0 0 NA NA NA NA NA NA NA
"Fudge" "Sweets" 0.049 411 76 0.014 0.00033 10 1.7 4e-06 0.0018 0.036 2.9 75 0 0 0 0.071 0.37 0.134 2.4 6.4 2.5e-06 0.045 0.17 159 4.4e-05 3e-05 9e-08 9e-05 0.00017999999999999 0.00014 1e-05 0 0.0011 0.01 NA NA NA NA NA 0.00041999999999999 NA NA NA 73 NA NA NA 0 0.00017999999999999 1.4e-06 NA 0 NA NA NA NA NA
"Goobers" "Sweets" 0.089 512 53 0.012 NA 34 9.7 NA 0.0011 NA NA 43 NA NA NA NA NA 0.502 9.7 12 NA 0.036 0.07 68 NA NA NA NA NA NA NA 3e-04 NA NA NA NA NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Gumdrop" "Sweets" 0.003 396 99 0 1e-05 0 0.1 0 4e-04 0.001 0 99 0 0 0 0.001 0 0.005 0 0 8e-07 0.044 NA 0 0 1e-05 0 1e-05 1e-05 1e-05 1e-05 0 0 0 NA NA NA NA NA 1e-05 NA NA NA 59 NA NA NA 0 0 0 NA NA NA NA NA NA NA
"Jelly bean" "Sweets" 0.003 375 94 0 3e-05 0.05 0.2 0 0.00013 0.002 0 93 0 0 0 0.004 0 0.037 0 0 1.1e-06 0.05 NA 0 0 0 0 1e-05 1e-05 1e-05 0 0 5e-05 0 NA NA NA NA NA 4e-05 NA NA NA 70 NA NA NA 0 0 0 NA NA NA NA NA NA NA
"Kit Kat" "Sweets" 0.125 518 65 0.011 0.00022 26 1 1.4e-05 0.001 0.037 5.8 64 0 0 0 0.135 0.9 0.231 6.5 18 5e-06 0.054 0.1 81 2.4e-05 0.00011999999999999 5.6e-07 0.00020999999999999 5e-04 0.00064 2e-05 0 9e-05 0.031 0.2 0.00011 0.00028 0.00052 0.00028 1e-04 0.00016 0.00027 11 49 0.00019 9e-05 0.00035999999999999 0 0.00034 5.2e-06 0.08 0 0 NA NA NA NA
"Baby ruth" "Sweets" 0.047 459 65 0 0.00023 22 2 1.2e-05 0.00063 0.043 5.6 63 0 0 0 0.094 2.6 0.249 5.4 12 2.5e-06 0.23 0.05 0 0 6e-05 6e-08 0.00011999999999999 0.0013 0.00033 4e-05 0 0.00071999999999999 0.035 NA NA NA NA NA 0.00035 NA NA NA 54 NA NA NA 0 0.00093 2.3e-06 NA NA NA NA NA NA NA
"Marshmallow" "Sweets" 0.003 318 81 0 1e-04 0.2 0.1 1e-06 0.00023 0.002 0.08 81 0 0 0 0.008 0.05 0.005 1.8 0.06 1.7e-06 0.08 NA 0 0 0 0 0 8e-05 1e-05 0 0 4e-05 1e-04 NA 2e-05 3e-05 7e-05 8e-05 1e-05 2e-05 4e-05 NA 58 4e-05 0 5e-05 0 0 0 NA NA NA NA NA NA NA
"Halva" "Sweets" 0.033 469 60 0 0.0012 22 4.5 6.5e-05 0.0045 0.218 8.2 56 0 0 0 0.607 8.5 0.187 12 4.1 1.2e-05 0.195 NA 2 0 0.00041999999999999 4e-08 9e-05 0.0029 0.00017 0.00035 1e-04 0.0043 NA NA NA NA NA NA 0.00087 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Oh henry" "Sweets" 0.069 462 66 0.007 0.00035 23 1.9 4.4e-05 5e-04 0.051 5.5 64 0 0 0 0.14 2.7 0.259 7.7 9.6 3.2e-06 0.193 0.05 0 0 0.00015 2e-07 0.00011999999999999 0.0025 0.00054 9e-05 0 0.0012 0.037 NA NA NA NA NA 0.00054 NA NA NA 46 NA NA NA 0 0.0022 1.2e-06 NA 0 NA NA NA NA NA
"Chunky bar" "Sweets" 0.1 475 60 0.01 NA 28 2.5 NA 9e-04 NA NA 58 NA NA NA NA NA NA 7.5 13 NA 0.038 0.16 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA 53 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Banana pudding" "Sweets" 0.102 105 20 0.006 1e-05 1.7 0 4e-06 6e-05 0.012 0.46 20 0 0 0 0.216 0.12 0.131 2.8 0.97 2e-06 0.296 NA 170 4.6e-05 3e-05 3e-07 0.00014 7e-05 0.00027 4e-05 8e-04 0.00033 NA NA 8e-05 0.00017 0.00027 0.00022 0 7e-05 0.00013 NA NA 0.00013 4e-05 0.00019 8e-07 NA NA NA NA NA NA NA NA NA
"Chocolate pudding" "Sweets" 0.104 105 19 0.006 7e-05 1.9 0.4 5e-06 4e-04 0.019 0.56 18 0 0 0 0.238 0.13 0.168 3.2 1.1 2.3e-06 0.284 NA 170 4.6e-05 3e-05 3.1e-07 0.00015 0.00011 0.00027 4e-05 8e-04 0.00043 NA NA 8e-05 0.00017999999999999 3e-04 0.00023999999999999 6e-05 7e-05 0.00015 NA NA 0.00014 4e-05 0.00020999999999999 8e-07 NA NA NA NA NA NA NA NA NA
"Milky way" "Sweets" 0.115 456 71 0.009 0.00015 17 1 4e-06 0.00049 0.02 2.2 70 0 0 0 0.067 0.26 0.124 4 12 2e-06 0.167 0.21 110 3.1e-05 5e-05 1.8e-07 1e-04 0.00015 0.00016 1e-05 7e-04 0.00069 0.017 NA NA NA NA NA 0.00015 NA NA NA 60 NA NA NA 4e-07 0.00089 3.6e-06 NA 0 NA NA NA NA NA
"Skor bar" "Sweets" 0.03 541 64 0.053 4e-05 30 1.3 2e-06 0.00057 0.01 9.7 62 0 0 0 0.061 1.2 0.153 3.1 19 0 0.317 NA 204 6.1e-05 2e-05 2.1e-07 1e-04 0.00013 4e-05 2e-05 5e-04 0.00017 0.0031 NA NA NA NA NA 0 NA NA NA 60 NA NA NA 1e-07 0.00058 8.6e-06 NA 0 NA NA NA NA NA
"M&Ms Peanut" "Sweets" 0.102 515 60 0.008 0.00051 26 3.7 5.5e-05 0.0012 0.069 8.1 57 0 0 0 0.19 3.5 0.347 9.6 10 4.1e-06 0.05 0.33 74 2.2e-05 6e-05 3.2e-07 0.00011 0.0034 0.00063 9e-05 0 0.0018 0.037 NA NA NA NA NA 0.00066 NA NA NA 51 NA NA NA 0 0.0029 3e-06 NA 0 NA NA NA NA NA
"Mounds candy bar" "Sweets" 0.021 486 59 0.002 4e-04 27 3.7 6e-06 0.0021 0.055 0.39 55 0 0 0 0.091 0.14 0.321 4.6 21 6.6e-06 0.145 NA 0 0 5e-05 0 6e-05 0.00028 0.00025 9e-05 4e-04 0.0011 0.012 NA NA NA NA NA 0.00095 NA NA NA 46 NA NA NA 0 0.00019 1.6e-06 NA 0 NA NA NA NA NA
"Mr. Goodbar" "Sweets" 0.11 538 54 0.01 0.00017 33 3.8 3.8e-05 0.0014 0.047 8.2 51 0 0 0 0.163 4.4 0.394 10 14 0 0.041 NA 125 3.5e-05 0.00014 3.3e-07 0.00014 0.0034 0.00041999999999999 7e-05 9e-04 0.00093 0.047 NA NA NA NA NA 0 NA NA NA 47 NA NA NA 0 0.0032 3.6e-06 NA 0 NA NA NA NA NA
"100 grand bar" "Sweets" 0.076 468 71 0.012 0.00019 19 1 5e-06 0.00034 0.025 6 70 0 0 0 0.086 1.4 0.163 2.5 12 2.5e-06 0.203 0 127 3.8e-05 6e-05 2.9e-07 0.00011999999999999 2e-04 0.00017999999999999 2e-05 7e-04 0.00099 0.025 NA NA NA NA NA 0.00017 NA NA NA 52 NA NA NA 0 0.00041999999999999 6.2e-06 NA 0 NA NA NA NA NA
"Crunch bar" "Sweets" 0.1 500 67 0.013 NA 26 1.9 NA 7e-04 NA NA 65 NA NA NA NA NA 0.305 5 16 NA 0.15 0.14 107 NA NA NA NA NA NA NA 5e-04 NA NA NA NA NA NA NA NA NA NA NA 55 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Candy bar" "Sweets" 0.078 522 47 0 0.00077 34 4.1 7.5e-05 0.00096999999999999 0.11 17 43 0 0 0 0.308 11 0.407 16 4.7 4.7e-06 0.156 NA 0 0 1e-04 0 0.00014 0.0079 0.00083 0.153 0 0.0039 0.029 NA 0.00039 0.00053 0.00099 0.00055 0.0012 0.00019 0.00079 NA 42 0.00052 0.00015 0.00064 0 0.00409999999999999 0 NA NA NA NA NA NA NA
"Raisinets" "Sweets" 0.085 422 71 0.011 NA 17 2.2 NA 0.0012 NA NA 69 NA NA NA NA NA NA 4.4 11 NA 0.033 0.08 77 NA NA NA NA NA NA NA 0.0016 NA NA NA NA NA NA NA NA NA NA NA 59 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Reeses cups" "Sweets" 0.078 515 55 0.006 0.00023999999999999 31 3.6 5e-05 0.0012 0.062 13 52 0 0 0 0.161 5.5 0.343 10 11 1.4e-06 0.357 0 56 1.7e-05 0.00016 2.6e-07 0.00011 0.0045 0.00062 1e-04 3e-04 0.0013 0.035 NA NA NA NA NA 0 NA NA NA 47 NA NA NA 0 0.00015 2e-06 NA 0 NA NA NA NA NA
"Reese's pieces" "Sweets" 0.069 497 60 0 0.00041 25 3 5.5e-05 0.00049 0.088 4.5 57 0 0 0 0.207 1.9 0.359 12 16 8e-07 0.194 0 0 0 0.00017999999999999 1.1e-07 0.00022 0.00609999999999999 0.00061 0.00011 0 0.0012 0.029 NA NA NA NA NA 0.0011 NA NA NA 53 NA NA NA 0 0.00099 5.9e-06 NA NA NA NA NA NA NA
"Rolo" "Sweets" 0.145 474 68 0.012 0 21 0.9 0 0.00041999999999999 0 2.1 67 0 0 0 0.071 0.27 0.188 5.1 15 0 0.188 0 121 3.4e-05 2e-05 3.3e-07 0.00011999999999999 4e-05 0 0 9e-04 0 0.02 NA NA NA NA NA 0 NA NA NA 64 NA NA NA 0 0.0011 3.2e-06 NA 0 NA NA NA NA NA
"After eight" "Sweets" 0.013 432 80 0 NA 12 2.4 NA 0.00057 NA NA 77 NA NA NA NA NA NA 1.7 8.3 NA 0.001 0 0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA 67 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Starburst" "Sweets" 0 408 83 0 1e-05 8.2 0 1e-06 1e-05 0.001 0 83 0 0 0 0.005 0 0.002 0.41 7.8 8e-07 0.002 0.14 1 0 0 0 0 1e-05 4e-05 0 0.059 0 0 NA NA NA NA NA 2e-05 NA NA NA 58 NA NA NA 0 0.00033 2.1e-06 NA NA NA NA NA NA NA
"3 musketeers" "Sweets" 0.054 436 78 0.005 0.00016 13 1.5 4e-06 0.00067 0.029 2.4 76 0 0 0 0.069 0.32 0.133 2.6 8.6 1.9e-06 0.194 0.13 67 2e-05 3e-05 1.6e-07 6e-05 0.00023 0.00023 2e-05 2e-04 0.00055 0.012 NA NA NA NA NA 0.00016 NA NA NA 67 NA NA NA 0 0.00098 2.9e-06 NA 0 NA NA NA NA NA
"Twix" "Sweets" 0.106 502 65 0.007 2e-04 25 1.1 2.6e-05 0.00081 0.027 3 64 0 0 0 0.105 0.63 0.186 4.9 19 4.3e-06 0.198 0.34 67 2e-05 0.00016 3.3e-07 0.00020999999999999 0.0011 0.00027 3e-05 6e-04 0.0011 0.021 NA NA NA NA NA 0.00027 NA NA NA 48 NA NA NA 0 0.00074 5.6e-06 NA 0 NA NA NA NA NA
"Whatchamacallit" "Sweets" 0.118 494 63 0.012 0.00011999999999999 24 1.9 1.8e-05 0.0011 0.028 3.8 61 0 0 0 0.138 0.83 0.303 8 17 7e-07 0.299 0.12 134 3.8e-05 0.00011 3.7e-07 0.00020999999999999 0.0025 0.00026 4e-05 9e-04 0.00043 0.025 NA NA NA NA NA 0.00033 NA NA NA 49 NA NA NA 0 0.0013 4.3e-06 NA 0 NA NA NA NA NA
"Chewing gum" "Sweets" 0 360 97 0 0 0.3 2.4 0 0 0 0.08 94 0 0 0 0 0.14 0.002 0 0.04 6e-07 0.001 NA 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA 0 NA NA NA 66 NA NA NA 0 0 0 NA NA NA NA NA NA NA
"Cocoa bean" "Sweets" 0.111 220 58 0 0.0036 13 30 3.2e-05 0.016 0.476 4.4 29 0 0 0 0.728 0.42 2.509 18 7.8 1.3e-05 0.019 NA 0 0 0.00011 0 0.00046 0.0024 0.00025 0.00011999999999999 0 0.0064 0.011 NA 0.00031 7e-04 0.0011 0.00091 0.0037 0.00019 0.00087 NA 1.8 0.00071999999999999 0.00027 0.0011 0 1e-04 2.4e-06 NA NA NA NA NA NA NA
"Custard" "Sweets" 0.139 122 18 0.051 3e-05 4 0 9e-06 0.00034 0.016 1.1 18 0 0 0 0.13 0.31 0.207 4 2 6e-06 0.084 NA 182 5.2e-05 6e-05 5.2e-07 0.00022 0.00013 7e-04 6e-05 1e-04 0.00051 0.012 0 9e-05 0.00020999999999999 0.00034 0.00020999999999999 1e-05 9e-05 0.00017 NA 4.8 0.00019 8e-05 0.00023 1.2e-06 6e-05 2e-07 NA NA NA NA NA NA NA
"Gelatin dessert" "Sweets" 0.003 381 91 0 0.00011999999999999 0 0 3e-06 0.00013 0.002 0 91 0 0 0 0.141 0 0.007 7.8 0 6.7e-06 0.466 NA 0 0 0 0 4e-05 1e-05 1e-05 0 0 1e-05 0.0035 NA 7e-05 0.00011999999999999 0.00025 0.00035 1e-05 6e-05 0.00017999999999999 NA 86 0.00015 0 0.00020999999999999 0 0 0 NA NA NA NA NA NA NA
"Mousse" "Sweets" 0.096 225 16 0.14 8e-05 16 0.6 1.5e-05 0.00055 0.02 5 15 0.01 0 0 0.117 0.88 0.143 4.1 9.2 7.4e-06 0.038 NA 509 0.00014 5e-05 4.7e-07 0.00020999999999999 0.00015 0.00053 6e-05 1e-04 0.00064 NA NA NA NA NA NA 6e-05 NA NA NA 15 NA NA NA NA 0.00051 1.6e-06 NA NA NA NA NA NA NA
"Apple crisp" "Sweets" 0.035 161 31 0 7e-05 3.4 1.4 1.6e-05 0.00082 0.008 1.3 29 0 0 0 0.028 1.1 0.078 1.8 0.69 3.5e-06 0.351 NA 142 2.9e-05 8e-05 0 8e-05 0.00085 9e-05 4e-05 0.0022 0.00017999999999999 NA NA NA NA NA NA 0.00013 NA NA NA 20 NA NA NA NA 0.00038 4.1e-06 NA NA NA NA NA NA NA
"Flan" "Sweets" 0.024 348 92 0 2e-05 0 0 0 8e-05 0 NA 92 NA NA NA 0.001 NA 0.153 0 NA 2.1e-05 0.432 NA 0 0 0 0 0 0 0 0 0 4e-05 NA NA NA NA NA NA 1e-05 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Pudding" "Sweets" 0.106 120 20 0.009 0.00011 3.2 0.8 4e-06 0.00034 0.02 0.82 19 0 0 0 0.087 0.18 0.15 3.2 1.8 3.7e-06 0.098 NA 139 3.9e-05 4e-05 3.1e-07 0.00016 0.00013 0.00033 3e-05 0 0.00047999999999999 0.011 NA NA NA NA NA 1e-04 NA NA NA 12 NA NA NA 1.1e-06 6e-05 3e-07 NA NA NA NA NA NA NA
"Rice pudding" "Sweets" 0.105 111 21 0.006 2e-05 1.6 0.1 4e-06 0.00037 0.013 0.44 21 0 0 0 0.087 0.06 0.13 3.3 0.97 1.9e-06 0.109 NA 172 4.6e-05 8e-05 2.4e-07 0.00014 0.00044 0.00029 4e-05 7e-04 0.00038 NA NA 8e-05 0.00017 0.00027 0.00022 6e-05 7e-05 0.00014 NA NA 0.00013 4e-05 0.00019 8e-07 NA NA NA NA NA NA NA NA NA
"Tapioca" "Sweets" 0.105 105 20 0.006 1e-05 1.7 0 4e-06 6e-05 0.012 0.45 20 0 0 0 0.082 0.06 0.133 2.9 0.99 2e-06 0.121 NA 160 4.7e-05 3e-05 2.5e-07 0.00014 8e-05 0.00028 3e-05 7e-04 0.00035 NA NA 8e-05 0.00017 0.00028 0.00023 1e-05 7e-05 0.00014 NA NA 0.00013 4e-05 0.00019 9e-07 NA NA NA NA NA NA NA NA NA
"Praline" "Sweets" 0.043 485 60 0 0.00049 26 3.5 6e-06 0.0013 0.049 15 56 0 0 0 0.104 7.8 0.217 3.3 2.2 1.8e-06 0.048 NA 19 1e-06 2e-04 0 5e-05 0.00041999999999999 0.00033 8e-05 3e-04 0.0017 NA NA NA NA NA NA 0.0017 NA NA NA 56 NA NA NA NA 5e-04 1.3e-06 NA 0 NA NA NA NA NA
"Icing" "Sweets" 0.003 418 68 0 0 16 0 8e-06 0.00016 0.001 4.9 68 0 0 0 0.018 8 0.034 0 3 1e-07 0.184 0 0 0 1e-05 0 3e-04 0.00022 6e-05 0 0 7e-05 0.0023 NA NA NA NA NA 0 NA NA NA 63 NA NA NA 0 0.0015 1.3e-05 NA NA NA NA NA NA NA
"Reesesticks" "Sweets" 0.07 521 55 0.006 2e-04 31 3.3 4e-05 0.0013 0.049 11 52 0 0 0 0.144 4.7 0.295 9.5 13 7e-07 0.264 NA 58 1.4e-05 0.00013 1.5e-07 1e-04 0.0036 0.00044 8e-05 6e-04 0.00099 0.028 NA NA NA NA NA 0 NA NA NA 40 NA NA NA 0 0.0028 5.9e-06 NA 0 NA NA NA NA NA
"Reese's fast break" "Sweets" 0.061 474 62 0.004 0.00017999999999999 23 2.9 3.9e-05 0.00095999999999999 0.048 8.9 59 NA NA NA 0.13 4.3 0.284 8.7 8.2 0 0.33 0 40 NA 0.00013 NA 1e-04 0.0036 0.00041999999999999 7e-05 4e-04 0.00094 NA NA NA NA NA NA 0 NA NA NA 53 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Dove milk chocolate" "Sweets" 0.16 546 60 0.018 NA 32 2.4 NA 0.0011 NA NA 57 NA NA NA NA NA NA 5.9 19 NA 0.063 0.25 292 NA NA NA NA NA NA NA 8e-04 NA NA NA NA NA NA NA NA NA NA NA 55 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Chocolate ice cream" "Sweets" 0.109 216 28 0.034 0.00014 11 1.2 1.6e-05 0.00093 0.029 3.2 27 0 0 0 0.107 0.41 0.249 3.8 6.8 2.5e-06 0.076 NA 416 0.000118 4e-05 2.9e-07 0.00019 0.00023 0.00055 6e-05 7e-04 0.00058 0.023 NA NA NA NA NA 0.00014 NA NA NA 25 NA NA NA 2e-07 3e-04 3e-07 NA NA NA NA NA NA NA
"Italian ice" "Sweets" 0.001 53 14 0 1e-05 0.02 0 5e-06 9e-05 0 0 14 0 0 0 0 0 0.006 0.03 0 1e-07 0.004 NA 167 NA 1e-05 0 1e-05 0.00071999999999999 1e-05 0 5e-04 3e-05 NA NA NA NA NA NA 2e-05 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Ice pop" "Sweets" 0 79 19 0 0 0.24 0 0 0.00054 0.001 0.05 19 0 0 0 0 0.02 0.015 0 0.01 2e-07 0.007 NA 0 0 0 0 0 0 0 0 7e-04 0.00015 0 2.7 NA NA NA NA 0 NA NA NA 14 NA NA NA 0 0 0 NA NA NA NA NA NA NA
"Mars" "Sweets" 0.09 475 72 0.012 NA 19 2 NA 0.00086 NA NA 70 NA NA NA NA NA NA 4.3 12 NA 0.136 0.13 167 NA NA NA NA NA NA NA 5e-04 NA NA NA NA NA NA NA NA NA NA NA 59 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Honey" "Sweets" 0.006 304 82 0 4e-05 0 0.2 2e-06 0.00041999999999999 0.002 0 82 0 0 0 0.004 0 0.052 0.3 0 8e-07 0.004 NA 0 0 0 0 4e-05 0.00011999999999999 7e-05 2e-05 5e-04 0.00022 0.0022 41 0 1e-05 1e-05 1e-05 8e-05 0 1e-05 NA 82 0 0 1e-05 0 0 0 NA NA NA NA NA NA NA
"Fruit preserves" "Sweets" 0.02 278 69 0 1e-04 0.07 1.1 1.1e-05 0.00049 0.004 0.04 68 0 0 0 0.019 0 0.077 0.37 0.01 2e-06 0.032 NA 0 0 2e-05 0 8e-05 4e-05 2e-05 2e-05 0.0088 6e-05 0.01 NA 1e-05 2e-05 4e-05 3e-05 4e-05 0 2e-05 NA 49 2e-05 1e-05 2e-05 0 0.00011999999999999 0 NA NA NA NA NA NA NA
"Marmalade" "Sweets" 0.038 246 66 0 9e-05 0 0.7 9e-06 0.00015 0.002 0 66 0 0 0 0.004 0 0.037 0.3 0 6e-07 0.056 NA 62 3e-06 1e-05 0 3e-05 5e-05 2e-05 2e-05 0.0048 4e-05 0.003 NA 1e-05 1e-05 1e-05 2e-05 2e-05 1e-05 1e-05 NA 60 1e-05 0 1e-05 0 6e-05 0 NA NA NA NA NA NA NA
